,id,name,subsystem,reaction,GPR
441,FAD_8,R_FAD_8,Fatty Acid Metabolism,coa[c] + fad[c] + nad[c] + tdcoa[c] --> accoa[c] + dodcoa[c] + fadh2[c] + nadh[c],((Rv0131c or Rv0154c or Rv0215c or Rv0231 or Rv0244c or Rv0271c or Rv0400c or Rv0752c or Rv0873 or Rv0972c or Rv0975c or Rv1346 or Rv1467c or Rv1679 or Rv1933c or Rv1934c or Rv2724c or Rv2789c or Rv3061c or Rv3139 or Rv3140 or Rv3274c or Rv3504 or Rv3505 or Rv3543c or Rv3544c or Rv3560c or Rv3562 or Rv3563 or Rv3564 or Rv3573c or Rv3761c or Rv3797 or Rv0672 or Rv2500c) and (Rv0222 or Rv0456c or Rv0632c or Rv0673 or Rv0675 or Rv0971c or Rv1070c or Rv1071c or Rv1141c or Rv1142c or Rv1472 or Rv1935c or Rv2486 or Rv2679 or Rv2831 or Rv3039c or Rv3516 or Rv3550 or Rv3774 or Rv0905 or Rv3374 or Rv3373) and (Rv0468 or Rv1715 or Rv1912c or Rv3141) and (Rv0243 or Rv1074c or Rv3546 or Rv3556c or Rv1323 or Rv0859))
442,FAD_9,R_FAD_9,Fatty Acid Metabolism,coa[c] + dodcoa[c] + fad[c] + nad[c] --> accoa[c] + decoa[c] + fadh2[c] + nadh[c],((Rv0131c or Rv0154c or Rv0215c or Rv0231 or Rv0244c or Rv0271c or Rv0400c or Rv0752c or Rv0873 or Rv0972c or Rv0975c or Rv1346 or Rv1467c or Rv1679 or Rv1933c or Rv1934c or Rv2724c or Rv2789c or Rv3061c or Rv3139 or Rv3140 or Rv3274c or Rv3504 or Rv3505 or Rv3543c or Rv3544c or Rv3560c or Rv3562 or Rv3563 or Rv3564 or Rv3573c or Rv3761c or Rv3797 or Rv0672 or Rv2500c) and (Rv0222 or Rv0456c or Rv0632c or Rv0673 or Rv0675 or Rv0971c or Rv1070c or Rv1071c or Rv1141c or Rv1142c or Rv1472 or Rv1935c or Rv2486 or Rv2679 or Rv2831 or Rv3039c or Rv3516 or Rv3550 or Rv3774 or Rv0905 or Rv3374 or Rv3373) and (Rv0468 or Rv1715 or Rv1912c or Rv3141) and (Rv0243 or Rv1074c or Rv3546 or Rv3556c or Rv1323 or Rv0859))
443,FAD_10,R_FAD_10,Fatty Acid Metabolism,coa[c] + decoa[c] + fad[c] + nad[c] --> accoa[c] + fadh2[c] + nadh[c] + occoa[c],((Rv0131c or Rv0154c or Rv0215c or Rv0231 or Rv0244c or Rv0271c or Rv0400c or Rv0752c or Rv0873 or Rv0972c or Rv0975c or Rv1346 or Rv1467c or Rv1679 or Rv1933c or Rv1934c or Rv2724c or Rv2789c or Rv3061c or Rv3139 or Rv3140 or Rv3274c or Rv3504 or Rv3505 or Rv3543c or Rv3544c or Rv3560c or Rv3562 or Rv3563 or Rv3564 or Rv3573c or Rv3761c or Rv3797 or Rv0672 or Rv2500c) and (Rv0222 or Rv0456c or Rv0632c or Rv0673 or Rv0675 or Rv0971c or Rv1070c or Rv1071c or Rv1141c or Rv1142c or Rv1472 or Rv1935c or Rv2486 or Rv2679 or Rv2831 or Rv3039c or Rv3516 or Rv3550 or Rv3774 or Rv0905 or Rv3374 or Rv3373) and (Rv0468 or Rv1715 or Rv1912c or Rv3141) and (Rv0243 or Rv1074c or Rv3546 or Rv3556c or Rv1323 or Rv0859))
444,FAD_11,R_FAD_11,Fatty Acid Metabolism,coa[c] + fad[c] + nad[c] + occoa[c] --> accoa[c] + fadh2[c] + hexcoa[c] + nadh[c],((Rv0131c or Rv0154c or Rv0215c or Rv0231 or Rv0244c or Rv0271c or Rv0400c or Rv0752c or Rv0873 or Rv0972c or Rv0975c or Rv1346 or Rv1467c or Rv1679 or Rv1933c or Rv1934c or Rv2724c or Rv2789c or Rv3061c or Rv3139 or Rv3140 or Rv3274c or Rv3504 or Rv3505 or Rv3543c or Rv3544c or Rv3560c or Rv3562 or Rv3563 or Rv3564 or Rv3573c or Rv3761c or Rv3797 or Rv0672 or Rv2500c) and (Rv0222 or Rv0456c or Rv0632c or Rv0673 or Rv0675 or Rv0971c or Rv1070c or Rv1071c or Rv1141c or Rv1142c or Rv1472 or Rv1935c or Rv2486 or Rv2679 or Rv2831 or Rv3039c or Rv3516 or Rv3550 or Rv3774 or Rv0905 or Rv3374 or Rv3373) and (Rv0468 or Rv1715 or Rv1912c or Rv3141) and (Rv0243 or Rv1074c or Rv3546 or Rv3556c or Rv1323 or Rv0859))
445,FAD_12,R_FAD_12,Fatty Acid Metabolism,coa[c] + fad[c] + hexcoa[c] + nad[c] --> accoa[c] + butcoa[c] + fadh2[c] + nadh[c],((Rv0131c or Rv0154c or Rv0215c or Rv0231 or Rv0244c or Rv0271c or Rv0400c or Rv0752c or Rv0873 or Rv0972c or Rv0975c or Rv1346 or Rv1467c or Rv1679 or Rv1933c or Rv1934c or Rv2724c or Rv2789c or Rv3061c or Rv3139 or Rv3140 or Rv3274c or Rv3504 or Rv3505 or Rv3543c or Rv3544c or Rv3560c or Rv3562 or Rv3563 or Rv3564 or Rv3573c or Rv3761c or Rv3797 or Rv0672 or Rv2500c) and (Rv0222 or Rv0456c or Rv0632c or Rv0673 or Rv0675 or Rv0971c or Rv1070c or Rv1071c or Rv1141c or Rv1142c or Rv1472 or Rv1935c or Rv2486 or Rv2679 or Rv2831 or Rv3039c or Rv3516 or Rv3550 or Rv3774 or Rv0905 or Rv3374 or Rv3373) and (Rv0468 or Rv1715 or Rv1912c or Rv3141) and (Rv0243 or Rv1074c or Rv3546 or Rv3556c or Rv1323 or Rv0859))
446,FAD_13,R_FAD_13,Fatty Acid Metabolism,butcoa[c] + coa[c] + fad[c] + 3.0 h2o[c] + nad[c] --> 2.0 accoa[c] + fadh2[c] + 3.0 h[c] + nadh[c],((Rv0131c or Rv0154c or Rv0215c or Rv0231 or Rv0244c or Rv0271c or Rv0400c or Rv0752c or Rv0873 or Rv0972c or Rv0975c or Rv1346 or Rv1467c or Rv1679 or Rv1933c or Rv1934c or Rv2724c or Rv2789c or Rv3061c or Rv3139 or Rv3140 or Rv3274c or Rv3504 or Rv3505 or Rv3543c or Rv3544c or Rv3560c or Rv3562 or Rv3563 or Rv3564 or Rv3573c or Rv3761c or Rv3797 or Rv0672 or Rv2500c) and (Rv0222 or Rv0456c or Rv0632c or Rv0673 or Rv0675 or Rv0971c or Rv1070c or Rv1071c or Rv1141c or Rv1142c or Rv1472 or Rv1935c or Rv2486 or Rv2679 or Rv2831 or Rv3039c or Rv3516 or Rv3550 or Rv3774 or Rv0905 or Rv3374 or Rv3373) and (Rv0468 or Rv1715 or Rv1912c or Rv3141) and (Rv0243 or Rv1074c or Rv3546 or Rv3556c or Rv1323 or Rv0859))
447,FAD_20,R_FAD_20,Fatty Acid Metabolism,coa[c] + fad[c] + nad[c] + nodcoa[c] --> accoa[c] + fadh2[c] + hepdcoa[c] + nadh[c],((Rv0131c or Rv0154c or Rv0215c or Rv0231 or Rv0244c or Rv0271c or Rv0400c or Rv0752c or Rv0873 or Rv0972c or Rv0975c or Rv1346 or Rv1467c or Rv1679 or Rv1933c or Rv1934c or Rv2724c or Rv2789c or Rv3061c or Rv3139 or Rv3140 or Rv3274c or Rv3504 or Rv3505 or Rv3543c or Rv3544c or Rv3560c or Rv3562 or Rv3563 or Rv3564 or Rv3573c or Rv3761c or Rv3797 or Rv0672 or Rv2500c) and (Rv0222 or Rv0456c or Rv0632c or Rv0673 or Rv0675 or Rv0971c or Rv1070c or Rv1071c or Rv1141c or Rv1142c or Rv1472 or Rv1935c or Rv2486 or Rv2679 or Rv2831 or Rv3039c or Rv3516 or Rv3550 or Rv3774 or Rv0905 or Rv3374 or Rv3373) and (Rv0468 or Rv1715 or Rv1912c or Rv3141) and (Rv0243 or Rv1074c or Rv3546 or Rv3556c or Rv1323 or Rv0859))
448,FAD_21,R_FAD_21,Fatty Acid Metabolism,coa[c] + fad[c] + hepdcoa[c] + nad[c] --> accoa[c] + fadh2[c] + nadh[c] + pentdcoa[c],((Rv0131c or Rv0154c or Rv0215c or Rv0231 or Rv0244c or Rv0271c or Rv0400c or Rv0752c or Rv0873 or Rv0972c or Rv0975c or Rv1346 or Rv1467c or Rv1679 or Rv1933c or Rv1934c or Rv2724c or Rv2789c or Rv3061c or Rv3139 or Rv3140 or Rv3274c or Rv3504 or Rv3505 or Rv3543c or Rv3544c or Rv3560c or Rv3562 or Rv3563 or Rv3564 or Rv3573c or Rv3761c or Rv3797 or Rv0672 or Rv2500c) and (Rv0222 or Rv0456c or Rv0632c or Rv0673 or Rv0675 or Rv0971c or Rv1070c or Rv1071c or Rv1141c or Rv1142c or Rv1472 or Rv1935c or Rv2486 or Rv2679 or Rv2831 or Rv3039c or Rv3516 or Rv3550 or Rv3774 or Rv0905 or Rv3374 or Rv3373) and (Rv0468 or Rv1715 or Rv1912c or Rv3141) and (Rv0243 or Rv1074c or Rv3546 or Rv3556c or Rv1323 or Rv0859))
449,FAD_22,R_FAD_22,Fatty Acid Metabolism,coa[c] + fad[c] + nad[c] + pentdcoa[c] --> accoa[c] + fadh2[c] + nadh[c] + trdcalcoa[c],((Rv0131c or Rv0154c or Rv0215c or Rv0231 or Rv0244c or Rv0271c or Rv0400c or Rv0752c or Rv0873 or Rv0972c or Rv0975c or Rv1346 or Rv1467c or Rv1679 or Rv1933c or Rv1934c or Rv2724c or Rv2789c or Rv3061c or Rv3139 or Rv3140 or Rv3274c or Rv3504 or Rv3505 or Rv3543c or Rv3544c or Rv3560c or Rv3562 or Rv3563 or Rv3564 or Rv3573c or Rv3761c or Rv3797 or Rv0672 or Rv2500c) and (Rv0222 or Rv0456c or Rv0632c or Rv0673 or Rv0675 or Rv0971c or Rv1070c or Rv1071c or Rv1141c or Rv1142c or Rv1472 or Rv1935c or Rv2486 or Rv2679 or Rv2831 or Rv3039c or Rv3516 or Rv3550 or Rv3774 or Rv0905 or Rv3374 or Rv3373) and (Rv0468 or Rv1715 or Rv1912c or Rv3141) and (Rv0243 or Rv1074c or Rv3546 or Rv3556c or Rv1323 or Rv0859))
450,FAD_23,R_FAD_23,Fatty Acid Metabolism,coa[c] + fad[c] + nad[c] + trdcalcoa[c] --> accoa[c] + fadh2[c] + nadh[c] + undcoa[c],((Rv0131c or Rv0154c or Rv0215c or Rv0231 or Rv0244c or Rv0271c or Rv0400c or Rv0752c or Rv0873 or Rv0972c or Rv0975c or Rv1346 or Rv1467c or Rv1679 or Rv1933c or Rv1934c or Rv2724c or Rv2789c or Rv3061c or Rv3139 or Rv3140 or Rv3274c or Rv3504 or Rv3505 or Rv3543c or Rv3544c or Rv3560c or Rv3562 or Rv3563 or Rv3564 or Rv3573c or Rv3761c or Rv3797 or Rv0672 or Rv2500c) and (Rv0222 or Rv0456c or Rv0632c or Rv0673 or Rv0675 or Rv0971c or Rv1070c or Rv1071c or Rv1141c or Rv1142c or Rv1472 or Rv1935c or Rv2486 or Rv2679 or Rv2831 or Rv3039c or Rv3516 or Rv3550 or Rv3774 or Rv0905 or Rv3374 or Rv3373) and (Rv0468 or Rv1715 or Rv1912c or Rv3141) and (Rv0243 or Rv1074c or Rv3546 or Rv3556c or Rv1323 or Rv0859))
451,FAD_24,R_FAD_24,Fatty Acid Metabolism,coa[c] + fad[c] + nad[c] + undcoa[c] --> accoa[c] + fadh2[c] + nadh[c] + nndccoa[c],((Rv0131c or Rv0154c or Rv0215c or Rv0231 or Rv0244c or Rv0271c or Rv0400c or Rv0752c or Rv0873 or Rv0972c or Rv0975c or Rv1346 or Rv1467c or Rv1679 or Rv1933c or Rv1934c or Rv2724c or Rv2789c or Rv3061c or Rv3139 or Rv3140 or Rv3274c or Rv3504 or Rv3505 or Rv3543c or Rv3544c or Rv3560c or Rv3562 or Rv3563 or Rv3564 or Rv3573c or Rv3761c or Rv3797 or Rv0672 or Rv2500c) and (Rv0222 or Rv0456c or Rv0632c or Rv0673 or Rv0675 or Rv0971c or Rv1070c or Rv1071c or Rv1141c or Rv1142c or Rv1472 or Rv1935c or Rv2486 or Rv2679 or Rv2831 or Rv3039c or Rv3516 or Rv3550 or Rv3774 or Rv0905 or Rv3374 or Rv3373) and (Rv0468 or Rv1715 or Rv1912c or Rv3141) and (Rv0243 or Rv1074c or Rv3546 or Rv3556c or Rv1323 or Rv0859))
452,FAD_25,R_FAD_25,Fatty Acid Metabolism,coa[c] + fad[c] + nad[c] + nndccoa[c] --> accoa[c] + fadh2[c] + hepcoa[c] + nadh[c],((Rv0131c or Rv0154c or Rv0215c or Rv0231 or Rv0244c or Rv0271c or Rv0400c or Rv0752c or Rv0873 or Rv0972c or Rv0975c or Rv1346 or Rv1467c or Rv1679 or Rv1933c or Rv1934c or Rv2724c or Rv2789c or Rv3061c or Rv3139 or Rv3140 or Rv3274c or Rv3504 or Rv3505 or Rv3543c or Rv3544c or Rv3560c or Rv3562 or Rv3563 or Rv3564 or Rv3573c or Rv3761c or Rv3797 or Rv0672 or Rv2500c) and (Rv0222 or Rv0456c or Rv0632c or Rv0673 or Rv0675 or Rv0971c or Rv1070c or Rv1071c or Rv1141c or Rv1142c or Rv1472 or Rv1935c or Rv2486 or Rv2679 or Rv2831 or Rv3039c or Rv3516 or Rv3550 or Rv3774 or Rv0905 or Rv3374 or Rv3373) and (Rv0468 or Rv1715 or Rv1912c or Rv3141) and (Rv0243 or Rv1074c or Rv3546 or Rv3556c or Rv1323 or Rv0859))
453,FAD_26,R_FAD_26,Fatty Acid Metabolism,coa[c] + fad[c] + hepcoa[c] + nad[c] --> accoa[c] + fadh2[c] + nadh[c] + ptcoa[c],((Rv0131c or Rv0154c or Rv0215c or Rv0231 or Rv0244c or Rv0271c or Rv0400c or Rv0752c or Rv0873 or Rv0972c or Rv0975c or Rv1346 or Rv1467c or Rv1679 or Rv1933c or Rv1934c or Rv2724c or Rv2789c or Rv3061c or Rv3139 or Rv3140 or Rv3274c or Rv3504 or Rv3505 or Rv3543c or Rv3544c or Rv3560c or Rv3562 or Rv3563 or Rv3564 or Rv3573c or Rv3761c or Rv3797 or Rv0672 or Rv2500c) and (Rv0222 or Rv0456c or Rv0632c or Rv0673 or Rv0675 or Rv0971c or Rv1070c or Rv1071c or Rv1141c or Rv1142c or Rv1472 or Rv1935c or Rv2486 or Rv2679 or Rv2831 or Rv3039c or Rv3516 or Rv3550 or Rv3774 or Rv0905 or Rv3374 or Rv3373) and (Rv0468 or Rv1715 or Rv1912c or Rv3141) and (Rv0243 or Rv1074c or Rv3546 or Rv3556c or Rv1323 or Rv0859))
454,FAD_27,R_FAD_27,Fatty Acid Metabolism,coa[c] + fad[c] + nad[c] + ptcoa[c] --> accoa[c] + fadh2[c] + nadh[c] + ppcoa[c],((Rv0131c or Rv0154c or Rv0215c or Rv0231 or Rv0244c or Rv0271c or Rv0400c or Rv0752c or Rv0873 or Rv0972c or Rv0975c or Rv1346 or Rv1467c or Rv1679 or Rv1933c or Rv1934c or Rv2724c or Rv2789c or Rv3061c or Rv3139 or Rv3140 or Rv3274c or Rv3504 or Rv3505 or Rv3543c or Rv3544c or Rv3560c or Rv3562 or Rv3563 or Rv3564 or Rv3573c or Rv3761c or Rv3797 or Rv0672 or Rv2500c) and (Rv0222 or Rv0456c or Rv0632c or Rv0673 or Rv0675 or Rv0971c or Rv1070c or Rv1071c or Rv1141c or Rv1142c or Rv1472 or Rv1935c or Rv2486 or Rv2679 or Rv2831 or Rv3039c or Rv3516 or Rv3550 or Rv3774 or Rv0905 or Rv3374 or Rv3373) and (Rv0468 or Rv1715 or Rv1912c or Rv3141) and (Rv0243 or Rv1074c or Rv3546 or Rv3556c or Rv1323 or Rv0859))
455,ADCL,4-aminobenzoate synthase,Folate Metabolism,4adcho[c] --> 4abz[c] + h[c] + pyr[c],Rv0812
456,ADCS,4-amino-4-deoxychorismate synthase,Folate Metabolism,chor[c] + gln__L[c] --> 4adcho[c] + glu__L[c],Rv0013 and Rv1005c
457,DHFS,Dihydrofolate synthase,Folate Metabolism,atp[c] + dhpt[c] + glu__L[c] --> adp[c] + dhf[c] + h[c] + pi[c],Rv2447c
458,DHNPA_1,Dihydroneopterin aldolase,Folate Metabolism,dhnpt[c] --> 2ahhmp[c] + gcald[c],Rv3607c
459,DHNPA2r,Dihydroneopterin aldolase reversible,Folate Metabolism,dhnpt[c] --> 6hmhpt[c] + gcald[c],Rv3607c
460,DHPS2,Dihydropteroate synthase,Folate Metabolism,4abz[c] + 6hmhptpp[c] --> dhpt[c] + ppi[c],Rv3608c or Rv1207
461,DNMPPA,Dihydroneopterin monophosphate dephosphorylase,Folate Metabolism,dhpmp[c] + h2o[c] --> dhnpt[c] + pi[c],
462,DNTPPA,Dihydroneopterin triphosphate pyrophosphatase,Folate Metabolism,ahdt[c] + h2o[c] --> dhpmp[c] + h[c] + ppi[c],
463,FOLD3,Dihydropteroate synthase,Folate Metabolism,2ahhmd[c] + 4abz[c] --> dhpt[c] + ppi[c],Rv3608c or Rv1207
464,FTHFD,Formyltetrahydrofolate deformylase,Folate Metabolism,10fthf[c] + h2o[c] --> for[c] + h[c] + thf[c],Rv2964
465,GLYCL,Glycine Cleavage System,Folate Metabolism,gly[c] + nad[c] + thf[c] --> co2[c] + mlthf[c] + nadh[c] + nh4[c],Rv1826
466,GTPCI,GTP cyclohydrolase I,Folate Metabolism,gtp[c] + h2o[c] --> ahdt[c] + for[c] + h[c],Rv3609c
467,HPPK,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase,Folate Metabolism,2ahhmp[c] + atp[c] --> 2ahhmd[c] + amp[c] + h[c],Rv3606c
468,HPPK2,6-hydroxymethyl-dihydropterin pyrophosphokinase,Folate Metabolism,6hmhpt[c] + atp[c] --> 6hmhptpp[c] + amp[c] + h[c],Rv3606c
469,MTHFC,Methenyltetrahydrofolate cyclohydrolase,Folate Metabolism,h2o[c] + methf[c] <=> 10fthf[c] + h[c],Rv3356c
470,MTHFD,Methylenetetrahydrofolate dehydrogenase (NADP),Folate Metabolism,mlthf[c] + nadp[c] <=> methf[c] + nadph[c],Rv3356c
471,MTHFR2,"5,10-methylenetetrahydrofolate reductase (NADH)",Folate Metabolism,2.0 h[c] + mlthf[c] + nadh[c] --> 5mthf[c] + nad[c],
472,THFGLUS,TetrahydrofolateL glutamate gamma ligase  ADP forming ,Folate Metabolism,atp[c] + glu__L[c] + thf[c] <=> adp[c] + h[c] + pi[c] + thfglu[c],Rv2447c
473,FCLPA,L-fuculose 1-phosphate aldolase,Fructose and mannose metabolism,fc1p[c] <=> dhap[c] + lald__L[c],Rv0727c
474,GFUCS,GDP-L-fucose synthase,Fructose and mannose metabolism,gdpddman[c] + h[c] + nadph[c] --> gdpfuc[c] + nadp[c],Rv1512
475,GMAND,GDP-D-mannose dehydratase,Fructose and mannose metabolism,gdpmann[c] --> gdpddman[c] + h2o[c],Rv0112 or Rv1511
476,MAN1PT,Mannose 1 phosphate guanylyltransferase,Fructose and mannose metabolism,gtp[c] + h[c] + man1p[c] --> gdpmann[c] + ppi[c],Rv3264c
477,MAN1PT2,Mannose-1-phosphate guanylyltransferase (GDP),Fructose and mannose metabolism,gdp[c] + h[c] + man1p[c] --> gdpmann[c] + pi[c],Rv3264c
478,MAN6PI,Mannose-6-phosphate isomerase,Fructose and mannose metabolism,man6p[c] <=> f6p[c],Rv3255c
479,PMANM,Phosphomannomutase,Fructose and mannose metabolism,man1p[c] <=> man6p[c],Rv3257c or Rv3308
480,GLYALDDr,D-Glyceraldehyde dehydrogenase,Glycerolipid metabolism,glyald[c] + h2o[c] + nad[c] --> glyc__R[c] + 2.0 h[c] + nadh[c],Rv2858c or Rv0458
481,ALCD19y,Alcohol dehydrogenase  glycerol  NADP ,Glycerolipid metabolism,glyald[c] + h[c] + nadph[c] <=> glyc[c] + nadp[c],Rv3045
482,AGPAT160,1-hexadecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C16:0),Glycerophospholipid metabolism,1hdecg3p[c] + palmACP[c] --> ACP[c] + pa160[c],Rv2182c or Rv2483c
483,AGPAT160190,AGPAT160190,Glycerophospholipid metabolism,1hdecg3p[c] + mstrACP[c] --> ACP[c] + pa160190[c],Rv2182c or Rv2483c
484,AGPAT190,AGPAT190,Glycerophospholipid metabolism,1msg3p[c] + mstrACP[c] --> ACP[c] + pa190190[c],Rv2483c or Rv2182c
485,CDAPPA160,CDP-Diacylglycerol pyrophostatase (n-C16:0),Glycerophospholipid metabolism,cdpdhdecg[c] + h2o[c] --> cmp[c] + 2.0 h[c] + pa160[c],Rv2289
486,CDAPPA160190,"CDP-Diacylglycerol pyrophostatase (C16:0, C19:0)",Glycerophospholipid metabolism,cdpc16c19g[c] + h2o[c] --> cmp[c] + 2.0 h[c] + pa160190[c],Rv2289
487,CDAPPA190,CDAPPA190,Glycerophospholipid metabolism,cdpc19c19g[c] + h2o[c] --> cmp[c] + 2.0 h[c] + pa190190[c],Rv2289
488,CDPPT160,CDPPT160,Glycerophospholipid metabolism,cdpdhdecg[c] + inost[c] --> cmp[c] + h[c] + ptd1ino160[c],Rv2612c
489,CDPPT160190,CDP diacylglycerol inositon 3-phosphatidyltransferase,Glycerophospholipid metabolism,cdpc16c19g[c] + inost[c] --> cmp[c] + h[c] + ptd1ino160190[c],Rv2612c
490,CLPNS160190,CLPNS160190,Glycerophospholipid metabolism,2.0 pg160190[c] <=> clpn160190[c] + glyc[c],Rv1822
491,DAGK160,Diacylglycerol kinase (n-C16:0),Glycerophospholipid metabolism,12dgr160[c] + atp[c] --> adp[c] + h[c] + pa160[c],Rv0499 or Rv2252
492,DASYN160,CDP-diacylglycerol synthetase (n-C16:0),Glycerophospholipid metabolism,ctp[c] + h[c] + pa160[c] --> cdpdhdecg[c] + ppi[c],Rv2881c
493,DASYN160190,"CDP-diacylglycerol synthetase (C16:0, C19:0)",Glycerophospholipid metabolism,ctp[c] + h[c] + pa160190[c] --> cdpc16c19g[c] + ppi[c],Rv2881c
494,DASYN190190,DASYN190190,Glycerophospholipid metabolism,ctp[c] + h[c] + pa190190[c] --> cdpc19c19g[c] + ppi[c],Rv2881c
495,G16MTM2,Glycolipid 16-alpha-D-mannosyltransferase,Glycerophospholipid metabolism,Ac1PIM1[c] + gdpmann[c] --> Ac1PIM2[c] + gdp[c] + h[c],Rv2188c
496,G3PAT160,Glycerol-3-phosphate acyltransferase (C16:0),Glycerophospholipid metabolism,glyc3p[c] + palmACP[c] --> 1hdecg3p[c] + ACP[c],Rv2482c or Rv1551
497,G3PAT190,G3PAT190,Glycerophospholipid metabolism,glyc3p[c] + mstrACP[c] --> 1msg3p[c] + ACP[c],Rv2482c or Rv1551
498,GPDDA2,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),Glycerophospholipid metabolism,g3pe[c] + h2o[c] --> etha[c] + glyc3p[c] + h[c],Rv0317c or Rv2277c or Rv3842c
499,PGSA160,Phosphatidylglycerol synthase (n-C16:0),Glycerophospholipid metabolism,cdpdhdecg[c] + glyc3p[c] --> cmp[c] + h[c] + pgp160[c],Rv1822 or Rv2746c
500,PGSA160190,"Phosphatidylglycerol synthase (C16:0,C19:0)",Glycerophospholipid metabolism,cdpc16c19g[c] + glyc3p[c] --> cmp[c] + h[c] + pgp160190[c],Rv2746c
501,PGSA190,PGSA190,Glycerophospholipid metabolism,cdpc19c19g[c] + glyc3p[c] --> cmp[c] + h[c] + pgp190[c],Rv2746c or Rv1822
502,PSD160,Phosphatidylserine decarboxylase (n-C16:0),Glycerophospholipid metabolism,h[c] + ps160[c] --> co2[c] + pe160[c],Rv0437c
503,PSSA160,Phosphatidylserine syntase (n-C16:0),Glycerophospholipid metabolism,cdpdhdecg[c] + ser__L[c] --> cmp[c] + h[c] + ps160[c],Rv0436c
504,G3PD5,Glycerol-3-phosphate dehydrogenase (ubiquinone-8),Glycerophospholipid metabolism,glyc3p[c] + q8[c] --> dhap[c] + q8h2[c],Rv3302c or Rv2249c
505,G3PD1ir,Glycerol 3 phosphate dehydrogenase  NAD ,Glycerophospholipid metabolism,dhap[c] + h[c] + nadh[c] <=> glyc3p[c] + nad[c],Rv2982c or Rv0564c
506,G3PT,Glycerol-3-phosphatase,Glycerophospholipid metabolism,glyc3p[c] + h2o[c] --> glyc[c] + pi[c],Rv1692
507,LIPW,MNXR84636,Glycerophospholipid metabolism,h2o[c] + h[c] + pc_TB[c] --> 12dgr_TB[c] + cholp[c],Rv0217c or Rv0220 or Rv0646c or Rv1076 or Rv1104 or Rv1105 or Rv1399c or Rv1400c or Rv1426c or Rv1497 or Rv1755c or Rv1900c or Rv1923 or Rv2045c or Rv2284 or Rv2349c or Rv2350c or Rv2351c or Rv2385 or Rv2463 or Rv2485c or Rv2970c or Rv3084 or Rv3176c or Rv3203 or Rv3487c or Rv3775
508,CHOLK_1,Choline kinase,Glycerophospholipid metabolism,atp[c] + chol[c] + h[c] <=> adp[c] + cholp[c],Rv3817
509,ACS,Acetyl-CoA synthetase,Glycolysis/Gluconeogenesis,ac[c] + atp[c] + coa[c] --> accoa[c] + amp[c] + ppi[c],Rv3667
510,ALDD2x,"Aldehyde dehydrogenase (acetaldehyde, NAD)",Glycolysis/Gluconeogenesis,acald[c] + h2o[c] + nad[c] --> ac[c] + 2.0 h[c] + nadh[c],(Rv0768 and Rv3293) or Rv0147 or Rv0458
511,ASAD,Aspartate-semialdehyde dehydrogenase,Glycolysis/Gluconeogenesis,aspsa[c] + nadp[c] + pi[c] <=> 4pasp[c] + h[c] + nadph[c],Rv3708c
512,ASPK,Aspartate kinase,Glycolysis/Gluconeogenesis,asp__L[c] + atp[c] <=> 4pasp[c] + adp[c],Rv3709c
513,ENO,Enolase,Glycolysis/Gluconeogenesis,2pg[c] <=> h2o[c] + pep[c],Rv1023
514,FBA,Fructose-bisphosphate aldolase,Glycolysis/Gluconeogenesis,fdp[c] <=> dhap[c] + g3p[c],Rv0363c
515,FBP,Fructose-bisphosphatase,Glycolysis/Gluconeogenesis,fdp[c] + h2o[c] --> f6p[c] + pi[c],Rv1099c or Rv2131c
516,GAPD,Glyceraldehyde-3-phosphate dehydrogenase,Glycolysis/Gluconeogenesis,g3p[c] + nad[c] + pi[c] <=> 13dpg[c] + h[c] + nadh[c],Rv1436
517,GCCa,Glycine-cleavage complex,Glycolysis/Gluconeogenesis,gly[c] + h[c] + lpro[c] --> alpro[c] + co2[c],Rv1832
518,GCCb,Glycine cleavage complex,Glycolysis/Gluconeogenesis,alpro[c] + thf[c] --> dhlpro[c] + mlthf[c] + nh4[c],Rv2211c and Rv1826
519,GHMT2r,"Glycine hydroxymethyltransferase, reversible",Glycolysis/Gluconeogenesis,ser__L[c] + thf[c] --> gly[c] + h2o[c] + mlthf[c],Rv1093 or Rv0070c
520,GLYCK,Glycerate kinase,Glycolysis/Gluconeogenesis,atp[c] + glyc__R[c] --> 3pg[c] + adp[c] + h[c],Rv2205c
521,HEX1,Hexokinase (D-glucose:ATP),Glycolysis/Gluconeogenesis,atp[c] + glc__D[c] --> adp[c] + g6p[c] + h[c],Rv2702 or Rv0650
522,HSDy,Homoserine dehydrogenase (NADPH),Glycolysis/Gluconeogenesis,hom__L[c] + nadp[c] <-- aspsa[c] + h[c] + nadph[c],Rv1294
523,HSK,Homoserine kinase,Glycolysis/Gluconeogenesis,atp[c] + hom__L[c] --> adp[c] + h[c] + phom[c],Rv1296
524,LDH_L,L-lactate dehydrogenase,Glycolysis/Gluconeogenesis,lac__L[c] + nad[c] <=> h[c] + nadh[c] + pyr[c],Rv0694
525,PDH,Pyruvate dehydrogenase,Glycolysis/Gluconeogenesis,coa[c] + nad[c] + pyr[c] --> accoa[c] + co2[c] + nadh[c],(Rv2241 and Rv2215 and (Rv0462 or Rv0843))
